Known As,Full Name,Age,Overall,Positions Played,Best Position,Nationality,Club Name
C. Guanca,Cristian Guanca,29,75,"CAM,RW,ST",CAM,Argentina,Al Shabab
J. Pereyra Díaz,Jorge Pereyra Díaz,31,66,"CF,RM,ST",RW,Argentina,Mumbai City FC
J. Nardoni,Juan Ignacio Nardoni,19,66,CM,CAM,Argentina,Unión de Santa Fe
C. Arce,Cristian Arce,28,66,GK,GK,Argentina,Barracas Central
A. Sánchez,Adrián Sánchez,23,66,"CM,RM",CM,Argentina,CD Everton de Viña del Mar
S. Careaga,Samuel Careaga,20,66,"CM,CAM",CAM,Argentina,Club Atlético Lanús
S. Rosane,Siro Rosane,22,66,"CDM,CM",CB,Argentina,San Lorenzo de Almagro
M. Rodríguez,Maximiliano Rodríguez,34,66,"RB,CM",RB,Argentina,Barracas Central
F. Cobos,Facundo Cobos,29,66,LB,LB,Argentina,Patronato
L. Mosevich,Leonel Mosevich,25,66,CB,CB,Argentina,Patronato
M. Moreno,Marcelino Moreno,27,76,"CAM,CM,LW",CAM,Argentina,Atlanta United
M. Ojeda,Martín Ojeda,23,76,"RM,LM",CAM,Argentina,Godoy Cruz
M. Ortíz,Marcelo Ortíz,28,65,"CB,RB",CB,Argentina,Atlético Tucumán
A. Mac Allister,Alexis Mac Allister,23,76,"CAM,CM",CAM,Argentina,Brighton & Hove Albion
A. Giay,Agustín Giay,18,65,"RWB,RM,CM",CDM,Argentina,San Lorenzo de Almagro
N. Valentini,Nicolás Valentini,21,65,CB,CB,Argentina,Club Atlético Aldosivi
P. Matricardi,Patricio Matricardi,28,65,CB,CB,Argentina,FC Voluntari
L. Robertone,Lucas Robertone,25,76,"CAM,CM,CDM",CAM,Argentina,Unión Deportiva Almería
G. Escalante,Gonzalo Escalante,29,76,"CDM,CM",CDM,Argentina,US Cremonese
F. Zuculini,Franco Zuculini,31,65,CM,CDM,Argentina,SPAL
J. Pignani,Juan Pablo Pignani,20,65,CB,CB,Argentina,Platense
F. Orozco,Franco Orozco,20,65,"LM,LW,RW",RM,Argentina,Club Atlético Lanús
L. Ríos,Lautaro Ríos,21,65,"CM,CDM",CM,Argentina,Club Atlético Banfield
S. Blanco,Sebastián Blanco,34,76,"CAM,LM",CAM,Argentina,Portland Timbers
L. Passerini,Lucas Passerini,27,65,ST,ST,Argentina,Unión La Calera
M. Vera,Matías Vera,23,65,RB,RWB,Argentina,Club Atlético Lanús
A. Sánchez,Alejandro Sánchez,35,65,GK,GK,Argentina,Platense
B. Leyes,Bruno Leyes,20,65,"CM,CDM",CM,Argentina,Godoy Cruz
F. Zapiola,Franco Zapiola,21,65,"LM,CAM",RM,Argentina,Estudiantes de La Plata
E. Barco,Esequiel Barco,23,76,"LM,ST",CAM,Argentina,River Plate
L. Acosta,Luciano Acosta,28,76,CAM,CAM,Argentina,FC Cincinnati
F. Medina,Facundo Medina,23,76,CB,CB,Argentina,Racing Club de Lens
F. Vázquez,Fabio Vázquez,28,65,"CM,CDM",CDM,Argentina,Patronato
I. Arce,Ignacio Arce,30,66,GK,GK,Argentina,Unión La Calera
N. Tenaglia,Nahuel Tenaglia,26,76,"RB,CB",RB,Argentina,Deportivo Alavés
E. Ibáñez,Emanuel Ibáñez,28,65,"CDM,CM",CDM,Argentina,Cienciano
J. García,Joaquín García,20,65,RB,RB,Argentina,Vélez Sarsfield
J. Pourtau,Jerónimo Pourtau,22,65,GK,GK,Argentina,Estudiantes de La Plata
J. Cascini,Juan Bautista Cascini,25,65,"CDM,CM,CAM",CDM,Argentina,AFC UTA Arad
T. Almada,Thiago Almada,21,76,"CAM,LW,RW",CAM,Argentina,Atlanta United
F. Mansilla,Facundo Mansilla,23,65,CB,CB,Argentina,Newell's Old Boys
M. Tanlongo,Mateo Tanlongo,18,65,"CDM,CM,RM",CDM,Argentina,Rosario Central
G. Infantino,Gino Infantino,19,65,"RM,LM,CAM",CAM,Argentina,Rosario Central
M. Boselli,Mauro Boselli,37,76,ST,ST,Argentina,Estudiantes de La Plata
R. Castro,Rodrigo Castro,29,65,"LM,ST,CAM",CAM,Argentina,Club Sol de América
G. Martínez,Gonzalo Martínez,29,76,"RM,CAM,LM",LW,Argentina,Al Nassr
J. Heinze,Juan José Heinze,22,65,"RM,LM",RM,Argentina,General Caballero (JLM)
F. Henríquez,Fabián Henríquez,27,65,"CM,CDM",CM,Argentina,Club Atlético Huracán
L. Martínez Quarta,Lucas Martínez Quarta,26,76,CB,CB,Argentina,Fiorentina
F. Baldassarra,Franco Baldassarra,23,65,"RM,CM,LM",CAM,Argentina,Platense
A. Osorio,Abiel Osorio,20,65,ST,ST,Argentina,Vélez Sarsfield
R. Ríos,Rubén Darío Ríos,26,65,CM,CM,Argentina,Club Nacional
N. Domínguez,Nicolás Domínguez,24,76,"CM,CDM",CM,Argentina,Bologna
D. Zalazar,David Zalazar,20,64,LM,CAM,Argentina,Argentinos Juniors
L. Hoyos,Lucas Hoyos,33,74,GK,GK,Argentina,Vélez Sarsfield
A. Quintana,Alejandro Quintana,30,68,ST,ST,Argentina,América de Cali
L. Palacios,Lautaro Palacios,27,70,ST,ST,Argentina,Al Adalah
A. Soto,Alexis Soto,28,70,"LB,CB",LB,Argentina,Defensa y Justicia
S. García,Santiago García,33,70,"CB,LB",CB,Argentina,Unión La Calera
L. González,Lucas González,22,70,"CM,CDM",CAM,Argentina,Club Atlético Independiente
C. Corvalán,Claudio Corvalán,33,70,"LB,CB,LWB",LB,Argentina,Unión de Santa Fe
J. Carranza,Julián Carranza,22,70,ST,ST,Argentina,Philadelphia Union
N. Fernández,Nicolás Fernández,22,70,"LWB,LM,LB",LM,Argentina,Elche CF
J. Bay,Jonathan Bay,29,70,"LB,LWB",LB,Argentina,Club Atlético Central Córdoba
C. Villalba,Carlos Villalba,23,70,"CDM,CM",CDM,Argentina,Platense
A. Ruiz,Alan Ruiz,28,70,"ST,CAM",CAM,Argentina,FC Arouca
N. Breitenbruch,Néstor Breitenbruch,26,70,"CB,RB",CB,Argentina,Godoy Cruz
E. Gigliotti,Emmanuel Gigliotti,35,73,ST,ST,Argentina,Club Nacional de Football
E. Kalinski,Enzo Kalinski,35,70,"CDM,CM",CDM,Argentina,Club Atlético Central Córdoba
G. Castellani,Gonzalo Castellani,34,70,"CAM,CM,CDM",CAM,Argentina,Unión La Calera
M. Vera,Matías Vera,26,70,"CDM,CM",CDM,Argentina,Houston Dynamo
F. Feuillassier,Francisco Feuillassier,24,70,"LM,RM",LM,Argentina,FC Cartagena
G. Servio,Gaspar Servio,30,70,GK,GK,Argentina,Rosario Central
A. Bouzat,Agustín Bouzat,28,70,"RW,LW",LM,Argentina,Colo-Colo
F. Roncaglia,Facundo Roncaglia,35,73,"RB,CB",CB,Argentina,Boca Juniors
J. Dátolo,Jesús Dátolo,38,70,"CAM,CM",CAM,Argentina,Club Atlético Banfield
F. Lanzillotta,Federico Lanzillotta,29,70,GK,GK,Argentina,Argentinos Juniors
D. Batallini,Damian Batallini,26,73,"RM,LM,RW",RM,Argentina,Club Atlético Independiente
J. Bauman,Jonathan Bauman,31,71,ST,ST,Argentina,Independiente del Valle
I. Schor,Ignacio Schor,21,71,"RM,RW,LM",RM,Argentina,Platense
G. Alanís,Gabriel Alanís,28,71,"LM,LWB",LM,Argentina,Defensa y Justicia
C. Alcaraz,Carlos Alcaraz,19,71,"CAM,CM,LM",CAM,Argentina,Racing Club
M. Weigandt,Marcelo Weigandt,22,71,RB,RB,Argentina,Boca Juniors
D. González,Diego González,34,71,CM,CM,Argentina,Boca Juniors
P. Magnín,Pablo Magnín,32,71,"ST,CAM",ST,Argentina,Club Atlético Tigre
L. Beltrán,Lucas Beltrán,21,71,"ST,RW",CAM,Argentina,River Plate
L. Blondel,Lucas Blondel,25,71,RB,RWB,Argentina,Club Atlético Tigre
M. Benítez,Marcelo Benítez,31,73,"LB,CM",LB,Argentina,Rosario Central
J. Velázquez,Julián Velázquez,31,70,CB,CB,Argentina,Rosario Central
I. Chicco,Ignacio Chicco,26,70,GK,GK,Argentina,Club Atlético Colón
F. Fattori,Federico Fattori,29,70,"CDM,CM",CDM,Argentina,Club Atlético Huracán
A. Vigo,Alex Vigo,23,70,"RB,RWB",RM,Argentina,Club Atlético Independiente
J. Paradela,José Paradela,23,70,"LM,CM,CDM",CAM,Argentina,River Plate
A. Batalla,Augusto Batalla,26,70,GK,GK,Argentina,San Lorenzo de Almagro
J. Sosa,José Sosa,37,73,"CM,CDM",CM,Argentina,Estudiantes de La Plata
F. Fernández,Federico Fernández,33,73,CB,CB,Argentina,Elche CF
M. Quiroga,Mauro Quiroga,32,70,ST,ST,Argentina,CS Emelec
M. Romero,Maximiliano Romero,23,70,ST,ST,Argentina,Racing Club
T. Molina,Tomás Molina,27,70,ST,ST,Argentina,LDU Quito
J. Fernández,Julián Fernández,27,70,"CDM,CM",CDM,Argentina,Newell's Old Boys
A. Bernabei,Alexandro Bernabei,21,70,LB,LM,Argentina,Celtic
C. Spinelli,Claudio Spinelli,25,70,ST,ST,Argentina,Club Atlético Lanús
J. García,Juan Manuel García,29,73,ST,ST,Argentina,Newell's Old Boys
N. Pasquini,Nicolás Pasquini,31,70,"LB,LM,CM",LB,Argentina,Club Atlético Lanús
F. Torrent,Fernando Torrent,30,70,RB,RB,Argentina,Rosario Central
M. Álvarez,Milton Álvarez,33,70,GK,GK,Argentina,Club Atlético Independiente
C. Menéndez,Cristian Menéndez,34,70,ST,ST,Argentina,Atlético Tucumán
K. Zenón,Kevin Zenón,21,70,"LM,RM,LW",CAM,Argentina,Unión de Santa Fe
R. Enrique,Ramiro Enrique,21,70,"ST,LW",ST,Argentina,Club Atlético Banfield
B. Luciatti,Brian Abel Luciatti,29,70,"CB,LB",CB,Argentina,Club Atlético Tigre
M. Capasso,Manuel Capasso,26,70,CB,CB,Argentina,Atlético Tucumán
C. Rigamonti,César Rigamonti,35,70,GK,GK,Argentina,Club Atlético Central Córdoba
E. Insua,Emiliano Insua,33,73,"CB,LWB",CB,Argentina,Racing Club
D. Musto,Damián Musto,35,70,"CDM,CM",CDM,Argentina,FC Cartagena
A. Frías,Adonis Frías,24,73,CB,CB,Argentina,Defensa y Justicia
S. Pierotti,Santiago Pierotti,21,70,"RM,CM",CAM,Argentina,Club Atlético Colón
W. Montoya,Walter Montoya,28,70,"RM,CM",RM,Argentina,Rosario Central
J. Portillo,Juan Portillo,22,70,"CDM,CB,CM",CB,Argentina,Unión de Santa Fe
P. Goltz,Paolo Goltz,37,73,CB,CB,Argentina,Club Atlético Colón
M. Ibáñez,Matías Ibáñez,35,70,GK,GK,Argentina,Club Atlético Colón
O. Merlo,Omar Merlo,35,70,CB,CB,Argentina,Club Sporting Cristal
M. Retegui,Mateo Retegui,23,73,ST,ST,Argentina,Club Atlético Tigre
A. Lotti,Augusto Lotti,26,70,ST,ST,Argentina,Atlético Tucumán
A. Arregui,Adrián Arregui,29,73,"CM,CDM",CDM,Argentina,Independiente Medellín
Y. Cabral,Yonathan Cabral,30,70,CB,CB,Argentina,Club Atlético Lanús
G. Marinelli,Gonzalo Marinelli,32,70,GK,GK,Argentina,Club Atlético Tigre
F. Ortega,Francisco Ortega,23,73,"LB,LWB,LW",LM,Argentina,Vélez Sarsfield
G. Hachen,Gabriel Hachen,31,70,"CM,CDM,ST",CAM,Argentina,Club Atlético Independiente
J. Galván,Jonathan Galván,30,70,"CB,CDM",CB,Argentina,Racing Club
W. Caballero,Willy Caballero,40,70,GK,GK,Argentina,Southampton
J. Méndez,Juan Ignacio Méndez,25,70,"CDM,CM",CM,Argentina,San Lorenzo de Almagro
J. Soraire,Jesús Soraire,33,70,CM,CM,Argentina,Club Atlético Central Córdoba
D. Pérez,Damián Pérez,33,70,LB,LB,Argentina,Arsenal de Sarandí
M. Zaldivia,Matías Zaldivia,31,70,CB,CB,Argentina,Colo-Colo
F. Gattoni,Federico Gattoni,23,70,CB,CB,Argentina,San Lorenzo de Almagro
N. Ferreyra,Nicolás Ferreyra,29,70,CB,CB,Argentina,Barracas Central
G. Escobar,Gonzalo Escobar,25,73,"LB,LWB",LWB,Argentina,UD Ibiza
F. Pereyra,Fabio Pereyra,32,70,CB,CB,Argentina,Club Atlético Central Córdoba
J. Cuevas,Juan Ezequiel Cuevas,34,73,"RW,LW",RW,Argentina,CD Everton de Viña del Mar
G. González,Gastón González,21,70,"LM,LW,LWB",LM,Argentina,Orlando City Soccer Club
A. Medina,Alejandro Medina,35,70,GK,GK,Argentina,Arsenal de Sarandí
T. Guidara,Tomás Guidara,26,73,"RB,RWB",RWB,Argentina,Vélez Sarsfield
H. Orzán,Horacio Orzán,34,70,"CM,CDM,CB",CM,Argentina,FBC Melgar
F. Pérez,Facundo Pérez,22,70,"CM,RM",CM,Argentina,Club Atlético Lanús
G. Bergessio,Gonzalo Bergessio,37,70,ST,ST,Argentina,Platense
E. Meza,Eric Meza,23,71,"RB,RWB",RM,Argentina,Club Atlético Colón
M. Pisano,Matías Pisano,30,71,"RW,CAM,RM",RW,Argentina,Club Atlético Aldosivi
C. Espinoza,Cristian Espinoza,27,72,RM,RM,Argentina,San Jose Earthquakes
F. Quignon,Facundo Quignon,29,72,"CDM,CM",CDM,Argentina,FC Dallas
S. Cáseres,Santiago Cáseres,25,72,"CDM,CM,CB",CDM,Argentina,Vélez Sarsfield
G. Acosta,Guillermo Acosta,33,72,"CM,RM",CM,Argentina,Atlético Tucumán
N. Orsini,Nicolás Orsini,27,72,ST,ST,Argentina,Boca Juniors
A. Aguerre,Alan Aguerre,31,72,GK,GK,Argentina,Club Atlético Talleres
R. Ábila,Ramón Ábila,32,72,ST,ST,Argentina,Club Atlético Colón
J. Maidana,Jonatan Maidana,36,72,CB,CB,Argentina,River Plate
N. Gaitán,Nicolás Gaitán,34,72,"CAM,CM",CAM,Argentina,FC Paços de Ferreira
V. Malcorra,Víctor Ignacio Malcorra,34,72,"LM,CM",LM,Argentina,Rosario Central
M. Bíttolo,Mariano Bíttolo,32,72,"LB,LWB,LM",LB,Argentina,Argentinos Juniors
F. Mateos,Federico Mateos,29,72,"CM,CAM",CM,Argentina,Deportivo Ñublense
N. Capaldo,Nicolás Capaldo,23,72,CM,CDM,Argentina,FC Red Bull Salzburg
B. Cufré,Braian Cufré,25,72,"LB,LM",LWB,Argentina,RCD Mallorca
L. Chichizola,Leandro Chichizola,32,71,GK,GK,Argentina,Parma
E. Cerutti,Ezequiel Cerutti,30,71,"RW,RM,ST",RW,Argentina,San Lorenzo de Almagro
L. Fernández,Leandro Fernández,31,71,"ST,RW,LW",RW,Argentina,Club Atlético Independiente
M. Melluso,Matías Melluso,24,72,"LB,LWB",LB,Argentina,Gimnasia y Esgrima La Plata
D. Martínez,Damián Martínez,32,72,RB,RB,Argentina,Rosario Central
A. Herrera,Andrés Herrera,23,72,"RB,RWB",RB,Argentina,River Plate
J. Insaurralde,Juan Manuel Insaurralde,37,72,CB,CB,Argentina,Club Atlético Independiente
E. Amor,Emiliano Amor,27,72,CB,CB,Argentina,Colo-Colo
L. Cháves,Lucas Cháves,26,72,GK,GK,Argentina,Club Atlético Huracán
P. Pérez,Pablo Pérez,36,72,"CM,CDM",CDM,Argentina,Newell's Old Boys
I. Sosa,Ismael Sosa,35,72,"ST,CAM,LW",CF,Argentina,CD Everton de Viña del Mar
R. Schunke,Richard Schunke,30,72,CB,CB,Argentina,Independiente del Valle
E. Zeballos,Exequiel Zeballos,20,72,"RW,LW",RM,Argentina,Boca Juniors
G. Suso,Gastón Suso,31,72,CB,CB,Argentina,Platense
J. Rodríguez,Juan Gabriel Rodríguez,28,72,CB,CB,Argentina,Rosario Central
H. Toledo,Hernán Toledo,26,72,"LM,RM,LW",LM,Argentina,Estudiantes de La Plata
A. Urzi,Agustín Urzi,22,72,"LM,LW",LM,Argentina,Club Atlético Banfield
L. López,Lisandro López,39,72,"ST,CAM",ST,Argentina,Club Atlético Sarmiento
T. Belmonte,Tomás Belmonte,24,72,"CM,CDM",CM,Argentina,Club Atlético Lanús
E. Bologna,Enrique Bologna,40,72,GK,GK,Argentina,Club Atlético Banfield
H. Barcos,Hernán Barcos,38,72,ST,ST,Argentina,Club Alianza Lima
M. Catalán,Matías Catalán,29,72,"CB,RB",CB,Argentina,Club Atlético Talleres
L. Di Plácido,Leonel Di Plácido,28,72,"RB,RWB,RM",RB,Argentina,Club Atlético Lanús
S. Torrico,Sebastián Torrico,42,72,GK,GK,Argentina,San Lorenzo de Almagro
G. Blanco Leschuk,Gustavo Blanco Leschuk,30,72,ST,ST,Argentina,SD Eibar
F. Mura,Facundo Mura,23,72,"RB,LB",RB,Argentina,Racing Club
B. Bianchi,Bruno Bianchi,33,72,CB,CB,Argentina,Atlético Tucumán
E. Bullaude,Ezequiel Bullaude,21,71,"CAM,CM,RM",CAM,Argentina,Feyenoord
N. Colombo,Nazareno Colombo,23,71,CB,CB,Argentina,Defensa y Justicia
B. Rollheiser,Benjamín Rollheiser,22,71,"LM,CAM,ST",CAM,Argentina,Estudiantes de La Plata
L. Pons,Luciano Pons,32,71,ST,ST,Argentina,Independiente Medellín
N. Tripichio,Nicolás Tripichio,26,71,"RB,CB",RWB,Argentina,Defensa y Justicia
P. De Blasis,Pablo De Blasis,34,72,"CAM,CM",CAM,Argentina,FC Cartagena
M. Meli,Marcelo Meli,30,71,"CM,RM",CM,Argentina,Club Atlético Aldosivi
J. Buffarini,Julio Buffarini,33,71,RB,RB,Argentina,Club Atlético Talleres
N. Fernández,Nicolás Fernández,26,72,"ST,LW,RW",ST,Argentina,Defensa y Justicia
L. Magallán,Lisandro Magallán,28,71,CB,CB,Argentina,Ajax
J. Infante,Juan Infante,26,71,"LB,LWB",LB,Argentina,Platense
G. Esparza,Gabriel Esparza,29,71,LM,LM,Argentina,Club The Strongest
R. Botta,Rubén Botta,32,72,"CAM,RM,CF",LW,Argentina,Bari
F. Sambueza,Fabián Sambueza,33,71,"RM,CAM",RM,Argentina,Junior FC
L. Merolla,Lucas Merolla,27,71,CB,CB,Argentina,Club Atlético Huracán
E. Mas,Emmanuel Mas,33,72,"LB,LWB,LM",LB,Argentina,Estudiantes de La Plata
E. Insua,Emanuel Insua,31,71,"LB,LWB,LM",LB,Argentina,Vélez Sarsfield
F. Troyansky,Franco Troyansky,25,71,"ST,LM",ST,Argentina,Club Atlético Lanús
L. Jara,Leonardo Jara,31,71,"RB,RWB,RM",RB,Argentina,Vélez Sarsfield
C. Auzqui,Carlos Auzqui,31,71,"CAM,RM",RW,Argentina,Ferencvárosi TC
N. Reniero,Nicolás Reniero,27,71,ST,ST,Argentina,Argentinos Juniors
S. Hezze,Santiago Hezze,20,71,"CDM,CM",CDM,Argentina,Club Atlético Huracán
M. Martínez,Mauricio Martínez,29,71,"CDM,CB",CDM,Argentina,Racing Club
N. Acevedo,Nelson Acevedo,33,71,"CM,CDM",CM,Argentina,Godoy Cruz
C. Ortiz,Cristian Ortiz,29,71,"CAM,CM",CAM,Argentina,Defensa y Justicia
L. Vázquez,Luis Vázquez,21,72,ST,ST,Argentina,Boca Juniors
J. Torres,Jonathan Torres,25,72,ST,ST,Argentina,Club Atlético Sarmiento
J. Laso,Joaquín Laso,31,71,"CB,RB",CB,Argentina,Club Atlético Independiente
G. Burdisso,Guillermo Burdisso,33,71,CB,CB,Argentina,Deportivo Cali
C. Quintana,Carlos Quintana,34,71,CB,CB,Argentina,Patronato
L. Castro,Lucas Castro,33,72,"CM,CAM",CM,Argentina,Club Atlético Sarmiento
L. Morales,Leonardo Morales,31,71,"CB,RB",CB,Argentina,Gimnasia y Esgrima La Plata
E. Méndez,Emiliano Méndez,33,71,"CDM,CM",CDM,Argentina,Club Atlético Sarmiento
V. Salazar,Víctor Salazar,29,71,"RB,RWB",RB,Argentina,Club Olimpia
L. Morales,Lautaro Morales,22,71,GK,GK,Argentina,Newell's Old Boys
L. Villafañez,Lucas Villafañez,30,72,"CAM,CM,LW",CAM,Argentina,APOEL Nicosia FC
M. Payero,Martín Payero,23,71,CM,CM,Argentina,Boca Juniors
C. Vega,Cristian Vega,28,71,"CDM,CM",CDM,Argentina,Club Atlético Colón
H. De La Fuente,Hernán De La Fuente,25,71,RB,RWB,Argentina,Futebol Clube de Famalicão
G. Ortíz,Guillermo Ortíz,29,71,CB,CB,Argentina,Godoy Cruz
F. Ferreyra,Facundo Ferreyra,31,72,ST,ST,Argentina,Club Atlético Independiente
N. Peranic,Nicolás Peranic,37,71,GK,GK,Argentina,Universidad Católica
M. Carabajal,Mateo Carabajal,25,71,"CB,RB,CDM",CB,Argentina,Independiente del Valle
D. Braghieri,Diego Braghieri,35,71,CB,CB,Argentina,Club Atlético Lanús
J. Pinola,Javier Pinola,39,72,"CB,LB",CB,Argentina,River Plate
C. Álvarez,Cristian Álvarez,36,72,GK,GK,Argentina,Real Zaragoza
S. Sosa,Santiago Sosa,23,71,"CDM,CM",CDM,Argentina,Atlanta United
P. Piatti,Pablo Piatti,33,74,"RM,LM",RM,Argentina,Estudiantes de La Plata
J. Barroso,Julio Alberto Barroso,37,73,CB,CB,Argentina,CD Everton de Viña del Mar
F. Girotti,Federico Girotti,23,70,ST,ST,Argentina,Club Atlético Talleres
J. Silva,Jonathan Silva,28,74,"LB,LWB,CB",LB,Argentina,Granada CF
E. Olivera,Emanuel Olivera,32,69,CB,CB,Argentina,Atlético Nacional
F. Mussis,Franco Mussis,30,69,"CDM,CM",CDM,Argentina,FC Botoşani
L. Gómez,Luciano Gómez,26,69,"RB,RM,LM",RB,Argentina,Argentinos Juniors
Á. Martino,Ángelo Martino,24,69,"LM,LB",CAM,Argentina,Club Atlético Talleres
A. Moreno,Aníbal Moreno,23,74,"CDM,CM",CAM,Argentina,Racing Club
J. Toledo,Javier Toledo,36,69,ST,ST,Argentina,Club Atlético Sarmiento
C. Rius,Ciro Rius,33,69,RM,RM,Argentina,Atlético Tucumán
G. Piovi,Gonzalo Piovi,27,74,"LB,LWB,CB",LB,Argentina,Racing Club
A. Fontana,Agustín Fontana,26,69,ST,ST,Argentina,Defensa y Justicia
F. Cerro,Francisco Cerro,34,69,"CM,CDM",CDM,Argentina,Club Atlético Aldosivi
N. Colazo,Nicolás Colazo,31,69,"LB,LM,CM",LB,Argentina,Gimnasia y Esgrima La Plata
J. Pereyra,Joaquín Pereyra,23,69,"LM,CM",CM,Argentina,Atlético Tucumán
L. Rodríguez,Lucas Rodríguez,28,69,"LB,LWB",LB,Argentina,Club Atlético Independiente
G. Asís,Gonzalo Asís,26,69,"RB,RWB,CM",RB,Argentina,Club Atlético Independiente
E. Muñoz,Ezequiel Muñoz,31,69,CB,CB,Argentina,Estudiantes de La Plata
M. Pérez Guedes,Martín Pérez Guedes,30,69,"CAM,LM,RM",RM,Argentina,FBC Melgar
E. Copetti,Enzo Copetti,26,74,"ST,RW",ST,Argentina,Racing Club
M. Riquelme,Marcos Riquelme,33,69,"ST,LW",ST,Argentina,Club Always Ready
B. Salvareschi,Brian Salvareschi,23,69,CB,CB,Argentina,Barracas Central
K. Mac Allister,Kevin Mac Allister,24,74,"CB,RB",CB,Argentina,Argentinos Juniors
N. Estévez,Nahuel Estévez,26,69,"CM,CDM",CM,Argentina,Parma
L. Picco,Leonel Picco,22,69,"CDM,CM",CDM,Argentina,Club Atlético Colón
J. Novillo,Joaquín Novillo,24,69,CB,CB,Argentina,Club Atlético Colón
F. Gerometta,Francisco Gerometta,22,69,RB,RWB,Argentina,Unión de Santa Fe
E. Cecchini,Emanuel Cecchini,25,69,"CM,CDM",CDM,Argentina,Gimnasia y Esgrima La Plata
S. Ascacíbar,Santiago Ascacíbar,25,74,"CDM,CM",CDM,Argentina,US Cremonese
J. Herrera,Jonathan Herrera,30,69,"ST,LW",ST,Argentina,Patronato
M. Brizuela,Miguel Brizuela,25,69,"CB,LB",CB,Argentina,Vélez Sarsfield
L. Vangioni,Leonel Vangioni,35,74,"LB,LWB",LB,Argentina,Newell's Old Boys
R. Tesuri,Renzo Tesuri,26,69,RM,RM,Argentina,Atlético Tucumán
F. González Metilli,Francisco González Metilli,25,69,"RM,CM",CAM,Argentina,Club Atlético Central Córdoba
M. Gagliardo,Maximiliano Gagliardo,39,69,GK,GK,Argentina,Barracas Central
F. Carrizo,Federico Carrizo,31,69,"LM,RM,ST",LM,Argentina,Club Cerro Porteño
F. Sánchez,Facundo Sánchez,32,69,"RB,RWB",RB,Argentina,Panathinaikos FC
P. Mouche,Pablo Mouche,34,69,"RM,LM,ST",RM,Argentina,Barracas Central
T. Badaloni,Tomás Badaloni,22,69,ST,ST,Argentina,Godoy Cruz
R. Ruiz Rodríguez,Ramiro Ruiz Rodríguez,22,69,"ST,LM",ST,Argentina,Atlético Tucumán
E. Ponce,Ezequiel Ponce,25,74,ST,ST,Argentina,Elche CF
R. Macagno,Ramiro Macagno,25,69,GK,GK,Argentina,Newell's Old Boys
A. Chávez,Andrés Chávez,31,69,ST,ST,Argentina,Club Atlético Banfield
N. Stefanelli,Nicolás Stefanelli,27,69,"CF,ST,LM",ST,Argentina,AIK
L. Sosa,Luca Sosa,28,69,"CB,LB",CB,Argentina,Barcelona Sporting Club
P. Ruiz,Pablo Ruiz,23,69,"CDM,CM,LB",LWB,Argentina,Real Salt Lake
L. Acosta,Lautaro Acosta,34,74,"RM,LM,ST",RM,Argentina,Club Atlético Lanús
G. Paz,Gonzalo Paz,29,68,"CB,LB",CB,Argentina,Barracas Central
C. Pellerano,Cristian Pellerano,40,74,"CDM,CM",CDM,Argentina,Independiente del Valle
F. Martínez,Facundo Martínez,37,68,"CM,CDM,CAM",CM,Argentina,C.D. Universidad Católica del Ecuador
N. Castro,Nicolás Castro,21,68,"CM,LW",CAM,Argentina,KRC Genk
L. Gil,Leonardo Gil,31,74,"CM,CDM",CM,Argentina,Colo-Colo
G. Herrera,Guido Herrera,30,74,GK,GK,Argentina,Club Atlético Talleres
L. Galeano,Leonel Galeano,30,68,CB,CB,Argentina,FBC Melgar
S. Barreto,Sergio Barreto,23,74,CB,CB,Argentina,Club Atlético Independiente
I. Aliseda,Ignacio Aliseda,22,68,"LM,CAM",RM,Argentina,FC Lugano
J. Torres,Joaquín Torres,25,68,CF,CAM,Argentina,Club de Foot Montréal
N. Bandiera,Neri Bandiera,32,68,"LM,ST,RM",LM,Argentina,Barracas Central
A. Castro,Alexis Castro,27,74,"CAM,CM,RM",CAM,Argentina,Club Atlético Tigre
N. Campisi,Nicolás Campisi,25,68,GK,GK,Argentina,Club Atlético Huracán
E. Díaz,Enzo Díaz,26,74,"LB,CB",CDM,Argentina,Club Atlético Talleres
M. Prost,Martín Prost,33,68,ST,ST,Argentina,Club The Strongest
M. Valenzuela,Milton Valenzuela,23,68,"LB,LWB",LWB,Argentina,FC Lugano
B. Zuculini,Bruno Zuculini,29,74,"CDM,CM",CB,Argentina,River Plate
T. Pozzo,Tomás Pozzo,21,68,"CAM,RM",CAM,Argentina,Club Atlético Independiente
N. Rinaldi,Nicolás Rinaldi,31,68,"CAM,CM,LW",CAM,Argentina,Cienciano
M. Pardo,Matías Pardo,26,68,"LM,RM",LM,Argentina,Patronato
F. Ferrari,Franco Ferrari,30,69,LB,LB,Argentina,APOEL Nicosia FC
B. Amione,Bruno Amione,20,68,CB,CB,Argentina,U.C. Sampdoria
E. Fernández,Ezequiel Fernández,19,68,"CDM,CM",CDM,Argentina,Club Atlético Tigre
E. Mammana,Emanuel Mammana,26,74,"CB,RB",CB,Argentina,River Plate
F. Navarro,Federico Navarro,22,69,"CDM,CM",CDM,Argentina,Chicago Fire Football Club
